player_id,name,age,number,position,photo,team_name,team_id
613619,D. Jackson,27.0,,Midfielder,https://media.api-sports.io/football/players/613619.png,New Zealand W,1716
567271,K. Kitching,27.0,11.0,Midfielder,https://media.api-sports.io/football/players/567271.png,New Zealand W,1716
69003,A. Longo,34.0,20.0,Midfielder,https://media.api-sports.io/football/players/69003.png,New Zealand W,1716
614840,Emma Pijnenberg,21.0,6.0,Midfielder,https://media.api-sports.io/football/players/614840.png,New Zealand W,1716
613698,L. Wall,25.0,16.0,Midfielder,https://media.api-sports.io/football/players/613698.png,New Zealand W,1716
530630,G. Wisnewski,23.0,8.0,Midfielder,https://media.api-sports.io/football/players/530630.png,New Zealand W,1716
562020,H. Blake,25.0,15.0,Attacker,https://media.api-sports.io/football/players/562020.png,New Zealand W,1716
613599,K. Brown,24.0,11.0,Attacker,https://media.api-sports.io/football/players/613599.png,New Zealand W,1716
348661,G. Jale,26.0,18.0,Attacker,https://media.api-sports.io/football/players/348661.png,New Zealand W,1716
379900,E. Clegg,20.0,9.0,Attacker,https://media.api-sports.io/football/players/379900.png,New Zealand W,1716
323341,G. Rennie,24.0,9.0,Attacker,https://media.api-sports.io/football/players/323341.png,New Zealand W,1716
76185,I. Riley,24.0,10.0,Attacker,https://media.api-sports.io/football/players/76185.png,New Zealand W,1716
580979,P. Vlok,17.0,10.0,Attacker,https://media.api-sports.io/football/players/580979.png,New Zealand W,1716
2890,Jo Hyeon-Woo,34.0,21.0,Goalkeeper,https://media.api-sports.io/football/players/2890.png,South Korea,17
2892,Kim Seung-Gyu,35.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/2892.png,South Korea,17
34374,Song Bum-Keun,28.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/34374.png,South Korea,17
547307,Cho Wi-Je,24.0,5.0,Defender,https://media.api-sports.io/football/players/547307.png,South Korea,17
2897,Kim Min-Jae,29.0,2.0,Defender,https://media.api-sports.io/football/players/2897.png,South Korea,17
2912,Kim Moon-Hwan,30.0,15.0,Defender,https://media.api-sports.io/football/players/2912.png,South Korea,17
34418,Kim Tae-Hyeon,25.0,9.0,Defender,https://media.api-sports.io/football/players/34418.png,South Korea,17
237218,Lee Han-Beom,23.0,18.0,Defender,https://media.api-sports.io/football/players/237218.png,South Korea,17
99211,Park Jin-Seop,30.0,22.0,Midfielder,https://media.api-sports.io/football/players/99211.png,South Korea,17
237220,Lee Tae-Seok,23.0,7.0,Midfielder,https://media.api-sports.io/football/players/237220.png,South Korea,17
197985,Seol Young-Woo,27.0,16.0,Midfielder,https://media.api-sports.io/football/players/197985.png,South Korea,17
280358,J. Castrop,22.0,19.0,Midfielder,https://media.api-sports.io/football/players/280358.png,South Korea,17
304951,Lee Gi-Hyuk,25.0,10.0,Defender,https://media.api-sports.io/football/players/304951.png,South Korea,17
357286,Bae Jun-Ho,22.0,25.0,Attacker,https://media.api-sports.io/football/players/357286.png,South Korea,17
237050,Eom Ji-Sung,23.0,23.0,Attacker,https://media.api-sports.io/football/players/237050.png,South Korea,17
2901,Hwang In-Beom,29.0,24.0,Midfielder,https://media.api-sports.io/football/players/2901.png,South Korea,17
34168,Kim Jin-Gyu,28.0,25.0,Midfielder,https://media.api-sports.io/football/players/34168.png,South Korea,17
34431,Lee Dong-Gyeong,28.0,11.0,Attacker,https://media.api-sports.io/football/players/34431.png,South Korea,17
2906,Lee Jae-Sung,33.0,8.0,Midfielder,https://media.api-sports.io/football/players/2906.png,South Korea,17
927,Lee Kang-In,24.0,17.0,Midfielder,https://media.api-sports.io/football/players/927.png,South Korea,17
2909,Paik Seung-Ho,28.0,4.0,Midfielder,https://media.api-sports.io/football/players/2909.png,South Korea,17
304958,Yang Hyun-Jun,23.0,26.0,Attacker,https://media.api-sports.io/football/players/304958.png,South Korea,17
24888,Hwang Hee-Chan,29.0,20.0,Attacker,https://media.api-sports.io/football/players/24888.png,South Korea,17
34211,Cho Gue-Sung,28.0,14.0,Attacker,https://media.api-sports.io/football/players/34211.png,South Korea,17
34710,Oh Hyeon-Gyu,24.0,3.0,Attacker,https://media.api-sports.io/football/players/34710.png,South Korea,17
186,Son Heung-Min,33.0,13.0,Attacker,https://media.api-sports.io/football/players/186.png,South Korea,17
42207,Mahmud Abunada,25.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/42207.png,Qatar,1569
42021,Meshaal Barsham,27.0,22.0,Goalkeeper,https://media.api-sports.io/football/players/42021.png,Qatar,1569
136503,Salah Zakaria,26.0,21.0,Goalkeeper,https://media.api-sports.io/football/players/136503.png,Qatar,1569
175439,Homam Ahmed,26.0,14.0,Defender,https://media.api-sports.io/football/players/175439.png,Qatar,1569
42060,Sultan Al Braik,29.0,18.0,Defender,https://media.api-sports.io/football/players/42060.png,Qatar,1569
542542,A. Al Hussain,22.0,25.0,Defender,https://media.api-sports.io/football/players/542542.png,Qatar,1569
542548,A. Al Oui,20.0,13.0,Defender,https://media.api-sports.io/football/players/542548.png,Qatar,1569
200981,Jassem Gaber,23.0,5.0,Midfielder,https://media.api-sports.io/football/players/200981.png,Qatar,1569
2532,Boualem Khoukhi,35.0,16.0,Defender,https://media.api-sports.io/football/players/2532.png,Qatar,1569
42288,Lucas Mendes,35.0,3.0,Defender,https://media.api-sports.io/football/players/42288.png,Qatar,1569
366516,G. Laye,27.0,4.0,Midfielder,https://media.api-sports.io/football/players/366516.png,Qatar,1569
2530,Pedro Miguel,35.0,2.0,Defender,https://media.api-sports.io/football/players/2530.png,Qatar,1569
2535,Assim Madibo,29.0,23.0,Midfielder,https://media.api-sports.io/football/players/2535.png,Qatar,1569
42286,Ahmed Al Ganehi,25.0,17.0,Attacker,https://media.api-sports.io/football/players/42286.png,Qatar,1569
2533,Abdulaziz Hatem,35.0,6.0,Midfielder,https://media.api-sports.io/football/players/2533.png,Qatar,1569
2537,Karim Boudiaf,35.0,12.0,Midfielder,https://media.api-sports.io/football/players/2537.png,Qatar,1569
2539,Ahmed Fathi,32.0,20.0,Midfielder,https://media.api-sports.io/football/players/2539.png,Qatar,1569
2545,Hassan Al Haydos,35.0,10.0,Attacker,https://media.api-sports.io/football/players/2545.png,Qatar,1569
283174,Mohamed Al Manai,22.0,26.0,Midfielder,https://media.api-sports.io/football/players/283174.png,Qatar,1569
542541,Y. Abdurisag,26.0,15.0,Attacker,https://media.api-sports.io/football/players/542541.png,Qatar,1569
2544,Akram Afif,29.0,11.0,Attacker,https://media.api-sports.io/football/players/2544.png,Qatar,1569
2542,Ahmed Alaa,32.0,7.0,Attacker,https://media.api-sports.io/football/players/2542.png,Qatar,1569
2543,Almoez Ali,29.0,19.0,Attacker,https://media.api-sports.io/football/players/2543.png,Qatar,1569
42075,Edmilson Junior,31.0,8.0,Attacker,https://media.api-sports.io/football/players/42075.png,Qatar,1569
423737,Tahsin Jamshid,19.0,24.0,Attacker,https://media.api-sports.io/football/players/423737.png,Qatar,1569
42089,Mohammed Muntari,32.0,9.0,Attacker,https://media.api-sports.io/football/players/42089.png,Qatar,1569
304782,T. Hayakawa,26.0,23.0,Goalkeeper,https://media.api-sports.io/football/players/304782.png,Japan,12
33034,K. Osako,26.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/33034.png,Japan,12
199578,Z. Suzuki,23.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/199578.png,Japan,12
38114,K. Itakura,28.0,4.0,Defender,https://media.api-sports.io/football/players/38114.png,Japan,12
32893,H. Ito,26.0,21.0,Defender,https://media.api-sports.io/football/players/32893.png,Japan,12
440,Y. Nagatomo,39.0,5.0,Defender,https://media.api-sports.io/football/players/440.png,Japan,12
33165,A. Seko,25.0,20.0,Defender,https://media.api-sports.io/football/players/33165.png,Japan,12
32887,Y. Sugawara,25.0,2.0,Defender,https://media.api-sports.io/football/players/32887.png,Japan,12
351014,J. Suzuki,22.0,25.0,Defender,https://media.api-sports.io/football/players/351014.png,Japan,12
32954,S. Taniguchi,34.0,3.0,Defender,https://media.api-sports.io/football/players/32954.png,Japan,12
2597,T. Tomiyasu,27.0,15.0,Defender,https://media.api-sports.io/football/players/2597.png,Japan,12
32858,T. Watanabe,28.0,16.0,Defender,https://media.api-sports.io/football/players/32858.png,Japan,12
2598,R. Doan,27.0,10.0,Midfielder,https://media.api-sports.io/football/players/2598.png,Japan,12
8500,W. Endo,32.0,6.0,Midfielder,https://media.api-sports.io/football/players/8500.png,Japan,12
2601,D. Kamada,29.0,15.0,Midfielder,https://media.api-sports.io/football/players/2601.png,Japan,12
33889,K. Sano,25.0,24.0,Midfielder,https://media.api-sports.io/football/players/33889.png,Japan,12
32966,A. Tanaka,27.0,7.0,Midfielder,https://media.api-sports.io/football/players/32966.png,Japan,12
1942,J. Ito,32.0,14.0,Attacker,https://media.api-sports.io/football/players/1942.png,Japan,12
32862,T. Kubo,24.0,8.0,Attacker,https://media.api-sports.io/football/players/32862.png,Japan,12
33224,D. Maeda,28.0,11.0,Attacker,https://media.api-sports.io/football/players/33224.png,Japan,12
33321,Keito Nakamura,25.0,13.0,Midfielder,https://media.api-sports.io/football/players/33321.png,Japan,12
199143,Y. Suzuki,24.0,17.0,Midfielder,https://media.api-sports.io/football/players/199143.png,Japan,12
375930,K. Goto,20.0,9.0,Attacker,https://media.api-sports.io/football/players/375930.png,Japan,12
33289,Koki Ogawa,28.0,19.0,Attacker,https://media.api-sports.io/football/players/33289.png,Japan,12
422572,K. Shiogai,20.0,26.0,Attacker,https://media.api-sports.io/football/players/422572.png,Japan,12
72155,A. Ueda,27.0,18.0,Attacker,https://media.api-sports.io/football/players/72155.png,Japan,12
2701,Y. Bounou,34.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/2701.png,Morocco,31
2702,M. Mohamedi,36.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/2702.png,Morocco,31
2703,A. Tagnaouti,29.0,22.0,Goalkeeper,https://media.api-sports.io/football/players/2703.png,Morocco,31
21694,N. Aguerd,29.0,5.0,Defender,https://media.api-sports.io/football/players/21694.png,Morocco,31
18814,I. Diop,28.0,14.0,Defender,https://media.api-sports.io/football/players/18814.png,Morocco,31
283252,Z. El Ouahdi,24.0,13.0,Defender,https://media.api-sports.io/football/players/283252.png,Morocco,31
9,A. Hakimi,27.0,2.0,Defender,https://media.api-sports.io/football/players/9.png,Morocco,31
326183,R. Halhal,22.0,25.0,Defender,https://media.api-sports.io/football/players/326183.png,Morocco,31
545,N. Mazraoui,28.0,3.0,Defender,https://media.api-sports.io/football/players/545.png,Morocco,31
278898,C. Riad,22.0,18.0,Defender,https://media.api-sports.io/football/players/278898.png,Morocco,31
162451,A. Salah-Eddine,24.0,26.0,Defender,https://media.api-sports.io/football/players/162451.png,Morocco,31
146772,Y. Belammari,27.0,19.0,Defender,https://media.api-sports.io/football/players/146772.png,Morocco,31
74,S. Amrabat,29.0,4.0,Midfielder,https://media.api-sports.io/football/players/74.png,Morocco,31
438688,A. Bouaddi,18.0,6.0,Midfielder,https://media.api-sports.io/football/players/438688.png,Morocco,31
277003,N. El Aynaoui,24.0,24.0,Midfielder,https://media.api-sports.io/football/players/277003.png,Morocco,31
340573,B. El Khannouss,21.0,23.0,Midfielder,https://media.api-sports.io/football/players/340573.png,Morocco,31
415431,S. El Mourabet,20.0,15.0,Midfielder,https://media.api-sports.io/football/players/415431.png,Morocco,31
129678,A. Ounahi,25.0,8.0,Midfielder,https://media.api-sports.io/football/players/129678.png,Morocco,31
161897,I. Saibari,24.0,11.0,Attacker,https://media.api-sports.io/football/players/161897.png,Morocco,31
336659,C. Talbi,20.0,7.0,Midfielder,https://media.api-sports.io/football/players/336659.png,Morocco,31
369544,Gessime Yassine,20.0,16.0,Attacker,https://media.api-sports.io/football/players/369544.png,Morocco,31
744,Brahim Díaz,26.0,10.0,Midfielder,https://media.api-sports.io/football/players/744.png,Morocco,31
535046,A. Amaimouni,20.0,21.0,Midfielder,https://media.api-sports.io/football/players/535046.png,Morocco,31
2722,A. El Kaabi,32.0,20.0,Attacker,https://media.api-sports.io/football/players/2722.png,Morocco,31
181421,A. Ezzalzouli,24.0,17.0,Midfielder,https://media.api-sports.io/football/players/181421.png,Morocco,31
36579,S. Rahimi,29.0,9.0,Attacker,https://media.api-sports.io/football/players/36579.png,Morocco,31
2481,Á. Montero,30.0,24.0,Goalkeeper,https://media.api-sports.io/football/players/2481.png,Colombia,8
313,D. Ospina,37.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/313.png,Colombia,8
2482,C. Vargas,36.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/2482.png,Colombia,8
30,S. Arias,33.0,4.0,Defender,https://media.api-sports.io/football/players/30.png,Colombia,8
13571,W. Ditta,28.0,18.0,Defender,https://media.api-sports.io/football/players/13571.png,Colombia,8
1929,J. Lucumí,27.0,3.0,Defender,https://media.api-sports.io/football/players/1929.png,Colombia,8
2483,D. Machado,32.0,22.0,Defender,https://media.api-sports.io/football/players/2483.png,Colombia,8
2484,Y. Mina,31.0,13.0,Defender,https://media.api-sports.io/football/players/2484.png,Colombia,8
64268,J. Mojica,33.0,17.0,Defender,https://media.api-sports.io/football/players/64268.png,Colombia,8
13736,D. Muñoz,29.0,2.0,Defender,https://media.api-sports.io/football/players/13736.png,Colombia,8
324034,G. Puerta,22.0,14.0,Midfielder,https://media.api-sports.io/football/players/324034.png,Colombia,8
168,D. Sánchez,29.0,23.0,Defender,https://media.api-sports.io/football/players/168.png,Colombia,8
289592,K. Castaño,25.0,5.0,Midfielder,https://media.api-sports.io/football/players/289592.png,Colombia,8
2490,J. Lerma,31.0,16.0,Midfielder,https://media.api-sports.io/football/players/2490.png,Colombia,8
13151,J. Portilla,27.0,15.0,Midfielder,https://media.api-sports.io/football/players/13151.png,Colombia,8
13708,J. Arias,28.0,11.0,Midfielder,https://media.api-sports.io/football/players/13708.png,Colombia,8
5994,J. Carrascal,27.0,8.0,Midfielder,https://media.api-sports.io/football/players/5994.png,Colombia,8
6005,J. Quintero,32.0,20.0,Midfielder,https://media.api-sports.io/football/players/6005.png,Colombia,8
195104,R. Rios,25.0,6.0,Midfielder,https://media.api-sports.io/football/players/195104.png,Colombia,8
517,J. Rodríguez,34.0,10.0,Midfielder,https://media.api-sports.io/football/players/517.png,Colombia,8
13376,J. Campaz,25.0,21.0,Midfielder,https://media.api-sports.io/football/players/13376.png,Colombia,8
24810,J. Córdoba,32.0,9.0,Attacker,https://media.api-sports.io/football/players/24810.png,Colombia,8
47582,C. Hernández,26.0,19.0,Attacker,https://media.api-sports.io/football/players/47582.png,Colombia,8
2489,L. Díaz,28.0,7.0,Midfielder,https://media.api-sports.io/football/players/2489.png,Colombia,8
345748,A. Gómez,23.0,26.0,Midfielder,https://media.api-sports.io/football/players/345748.png,Colombia,8
47237,L. Suárez,28.0,25.0,Attacker,https://media.api-sports.io/football/players/47237.png,Colombia,8
19088,D. Henderson,28.0,13.0,Goalkeeper,https://media.api-sports.io/football/players/19088.png,England,10
2932,J. Pickford,31.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/2932.png,England,10
162489,J. Trafford,23.0,23.0,Goalkeeper,https://media.api-sports.io/football/players/162489.png,England,10
18961,D. Burn,33.0,15.0,Defender,https://media.api-sports.io/football/players/18961.png,England,10
67971,M. Guéhi,25.0,6.0,Defender,https://media.api-sports.io/football/players/67971.png,England,10
19545,R. James,26.0,24.0,Defender,https://media.api-sports.io/football/players/19545.png,England,10
19354,E. Konsa,28.0,2.0,Defender,https://media.api-sports.io/football/players/19354.png,England,10
158694,T. Livramento,23.0,12.0,Defender,https://media.api-sports.io/football/players/158694.png,England,10
307123,N. Oreilly,20.0,3.0,Defender,https://media.api-sports.io/football/players/307123.png,England,10
