player_id,name,position,team_name,team_id
726,A. Kramaric,Attacker,Croatia,3
202696,I. Matanovic,Attacker,Croatia,3
66055,P. Musa,Attacker,Croatia,3
260865,M. Pasalic,Attacker,Croatia,3
207,I. Perisic,Midfielder,Croatia,3
277930,T. Aasgaard,Midfielder,Norway,1090
39043,F. Aursnes,Midfielder,Norway,1090
39064,P. Berg,Midfielder,Norway,1090
1934,S. Berge,Midfielder,Norway,1090
278133,Oscar Bobb,Midfielder,Norway,1090
37127,M. Ødegaard,Midfielder,Norway,1090
36980,M. Thorsby,Midfielder,Norway,1090
39143,K. Thorstvedt,Midfielder,Norway,1090
301528,A. Schjelderup,Attacker,Norway,1090
39073,J. Hauge,Midfielder,Norway,1090
1100,E. Haaland,Attacker,Norway,1090
2032,J. Strand Larsen,Attacker,Norway,1090
314511,A. Nusa,Midfielder,Norway,1090
8492,A. Sørloth,Attacker,Norway,1090
319572,V. Barco,Midfielder,Argentina,26
5996,E. Fernández,Midfielder,Argentina,26
1578,G. Lo Celso,Midfielder,Argentina,26
6716,A. Mac Allister,Midfielder,Argentina,26
6002,E. Palacios,Midfielder,Argentina,26
271,L. Paredes,Midfielder,Argentina,26
26315,N. González,Attacker,Argentina,26
2472,R. De Paul,Midfielder,Argentina,26
6067,T. Almada,Attacker,Argentina,26
6009,J. Álvarez,Attacker,Argentina,26
350037,N. Paz,Attacker,Argentina,26
295513,J. López,Attacker,Argentina,26
217,Lautaro Martínez,Attacker,Argentina,26
154,L. Messi,Attacker,Argentina,26
323935,G. Simeone,Midfielder,Argentina,26
863,R. Bentancur,Midfielder,Uruguay,7
153083,E. Martínez,Midfielder,Uruguay,7
162891,J. Sanabria,Midfielder,Uruguay,7
51494,M. Ugarte,Midfielder,Uruguay,7
756,F. Valverde,Midfielder,Uruguay,7
108563,R. Zalazar,Midfielder,Uruguay,7
2612,G. de Arrascaeta,Midfielder,Uruguay,7
5995,N. de la Cruz,Midfielder,Uruguay,7
51776,M. Araújo,Midfielder,Uruguay,7
51603,A. Canobbio,Midfielder,Uruguay,7
16482,R. Aguirre,Attacker,Uruguay,7
51466,J. Piquerez,Attacker,Uruguay,7
51617,D. Núñez,Attacker,Uruguay,7
70078,F. Pellistri,Attacker,Uruguay,7
51618,B. Rodríguez,Attacker,Uruguay,7
51530,F. Viñas,Attacker,Uruguay,7
49469,M. Ben Ouanes,Midfielder,Tunisia,28
533295,K. Ayari,Midfielder,Tunisia,28
310196,Ismaël Gharbi,Attacker,Tunisia,28
25300,R. Khedira,Midfielder,Tunisia,28
180560,H. Mejbri,Midfielder,Tunisia,28
21587,E. Skhiri,Midfielder,Tunisia,28
199310,A. Ben Slimane,Midfielder,Tunisia,28
67195,H. Mahmoud,Midfielder,Tunisia,28
57518,S. Tounekti,Attacker,Tunisia,28
42012,E. Achouri,Midfielder,Tunisia,28
2962,F. Chaouat,Attacker,Tunisia,28
566059,R. Elloumi,Attacker,Tunisia,28
344862,H. Mastouri,Attacker,Tunisia,28
323974,E. Saad,Attacker,Tunisia,28
629,K. De Bruyne,Midfielder,Belgium,1
162714,A. Onana,Midfielder,Belgium,1
2120,N. Raskin,Midfielder,Belgium,1
1417,A. Saelemaekers,Attacker,Belgium,1
2926,Y. Tielemans,Midfielder,Belgium,1
335056,D. Moreira,Attacker,Belgium,1
78,H. Vanaken,Midfielder,Belgium,1
20,A. Witsel,Midfielder,Belgium,1
1422,J. Doku,Midfielder,Belgium,1
